ano_ingresso,ano_nasc,ano_referencia,atingiu_pv,ativo_inativo,avaliador_1,avaliador_2,avaliador_3,avaliador_4,avaliador_5,avaliador_6,cf,cg,ct,defasagem,destaque_ida,destaque_ieh,destaque_ipv,escola,fase,fase_ideal,genero,iaa,ian,ida,idade,ieg,inde_2023,inde_2024,inde_22,inde_23,indicado,ingles,instituicao_de_ensino,ipp,ips,ipv,matematica,num_av,pedra_20,pedra_2023,pedra_2024,pedra_21,pedra_22,pedra_23,portugues,rec_av1,rec_av2,rec_av3,rec_av4,rec_psicologia,turma,inde,pedra,genero_NUM,pedra_20_NUM,pedra_2023_NUM,pedra_2024_NUM,pedra_21_NUM,pedra_22_NUM,pedra_23_NUM,pedra_NUM
2021,2009,,1,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,10.0,39.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Masculino,9.2,10.0,7.6,12.0,8.8,,7.7730935185,8.465,7.5595,Sim,8.5,Escola Pública,7.5,7.5,8.458,6.7,4.0,nan,Ametista,Ametista,Topázio,Topázio,nan,7.5,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não atendido,C,8.465,nan,0,0.0,2.0,2.0,3.0,3.0,0.0,0.0
2024,,,0,Cursando,Avaliador-23,Avaliador-20,Avaliador-22,Avaliador-26,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 4 (9° ano),Feminino,7.9,10.0,4.0,14.0,8.6,,7.0,7.306,7.5595,nan,6.7,Pública,7.5,7.5,7.4,3.5,4.0,nan,Ametista,Ametista,nan,nan,nan,4.5,nan,nan,,,nan,4L,7.0,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"202400,00%",,,0,Cursando,Avaliador-19,Avaliador-25,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 3 (7° e 8° ano),Masculino,9.0,5.0,5.0,12.0,5.8,,6.0,7.306,7.5595,nan,6.7,Pública,6.7,6.3,5.7,5.0,3.0,nan,Ametista,Quartzo,nan,nan,nan,5.0,nan,nan,,,nan,2L,6.0,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2017,2008,,0,,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,,,14.0,247.0,2.0,1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 4 (9º ano),Feminino,9.2,10.0,6.0,12.0,9.2,,7.7730935185,7.675,7.5595,Não,7.3,Rede Decisão,7.5,5.0,7.458,5.5,4.0,Ametista,Ametista,Ametista,Topázio,Ametista,nan,5.2,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase + Bolsa,Requer avaliação,K,7.675,Ametista,1,2.0,2.0,2.0,3.0,2.0,0.0,2.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,1.0,nan,nan,nan,Universidade Santo Amaro (UNISA),9.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,INCLUIR,nan,nan,nan,6.7,nan,nan,,,nan,9,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2023,,,0,,Avaliador-13,Avaliador-3,nan,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,9.0,5.0,8.3,12.0,9.7,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.5,7.5,10.01,8.0,2.0,nan,Topázio,Ametista,nan,nan,nan,8.5,nan,nan,nan,nan,nan,ALFA Q - G2/G3,8,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-16,Avaliador-26,Avaliador-22,Avaliador-10,Avaliador-7,nan,67.0,430.5,6.0,1.0,nan,nan,nan,EE Leonice de Aquino Oliveira,2.0,Fase 2 (5° e 6° ano),Feminino,6.2,10.0,5.0,12.0,4.6,,6.0,7.306,6.559,nan,6.0,Pública,6.6,7.5,5.8,5.0,5.0,nan,Ametista,Agata,nan,nan,Agata,4.0,nan,nan,,,nan,3F,6.0,nan,1,0.0,2.0,1.0,0.0,0.0,1.0,0.0
2021,2011,,1,,Avaliador-13,Avaliador-3,nan,nan,,,25.0,94.0,2.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Masculino,9.0,5.0,8.8,12.0,9.2,,7.7730935185,8.172,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.917,9.3,2.0,nan,Ametista,Ametista,Ametista,Topázio,nan,8.2,Promovido de Fase,Promovido de Fase,Não avaliado,nan,Não atendido,L,8.172,nan,0,0.0,2.0,2.0,2.0,3.0,0.0,0.0
2024,,,0,Cursando,Avaliador-20,Avaliador-19,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Donizetti Aparecido Leite Professor,2.0,Fase 3 (7° e 8° ano),Feminino,8.0,5.0,5.3,12.0,7.6,,7.0,7.306,7.5595,nan,6.7,Pública,7.8,7.5,7.4,3.5,3.0,nan,Ametista,Agata,nan,nan,nan,7.0,nan,nan,,,nan,2N,7.0,nan,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2021,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,9.0,5.0,6.8,12.0,9.5,8,7.7730935185,7.276,7.5595,nan,6.7,Pública,7.3,7.5,7.84,4.8,3.0,nan,Ametista,Ametista,Ametista,Ametista,nan,8.8,nan,nan,nan,nan,nan,2K,8,nan,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0
2021,,,0,,nan,nan,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 8 (Universitários),Feminino,8.8,10.0,6.7,20.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada *Parcerias com Bolsa 100%,7.5,7.5,7.5875,6.3,3.0,nan,nan,Ametista,nan,nan,nan,6.7,nan,nan,nan,nan,nan,8B,,nan,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-19,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Feminino,10.0,10.0,5.4,9.0,6.3,7,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.5,3.8,8.006666667,3.5,3.0,nan,Ametista,Ametista,nan,nan,nan,7.2,nan,nan,nan,nan,nan,1C,7,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2022,2006,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,54.0,586.0,13.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,4.0,Fase 6 (2º EM),Feminino,8.3,5.0,6.5,12.0,7.0,,7.7730935185,6.712,7.5595,Não,8.5,Escola Pública,7.5,7.5,6.292,4.0,4.0,nan,Ametista,Ametista,nan,Ágata,nan,7.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não atendido,L,6.712,nan,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0
"202200,00%",,,0,,Avaliador-15,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,0.0,10.0,7.2,12.0,8.0,7,7.7730935185,7.656,7.5595,nan,6.7,Pública,6.9,3.8,7.113333333,6.0,3.0,nan,Agata,Ametista,nan,Ametista,nan,8.3,nan,nan,nan,nan,nan,1G,7,nan,0,0.0,1.0,2.0,0.0,2.0,0.0,0.0
2021,2006,,0,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,9.0,270.0,9.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,6.0,Fase 6 (2º EM),Feminino,8.8,10.0,7.5,12.0,6.4,,7.7730935185,7.605,7.5595,Não,9.7,Escola Pública,7.5,7.5,7.333,8.5,4.0,nan,Ametista,Ametista,Ametista,Ametista,nan,4.4,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sem limitações,A,7.605,nan,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0
2024,,,0,Cursando,Avaliador-3,Avaliador-16,Avaliador-15,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EM Pedro Antonio de Almeida,2.0,Fase 1 (3° e 4° ano),Feminino,8.5,10.0,7.5,10.0,10.0,,9.0,7.306,7.5595,nan,6.7,Pública,9.0,7.5,8.8,6.0,3.0,nan,Ametista,Topázio,nan,nan,nan,9.0,nan,nan,,,nan,1H,9.0,nan,1,0.0,2.0,3.0,0.0,0.0,0.0,0.0
2020,2011,,0,,Avaliador-13,Avaliador-3,nan,nan,,,23.0,88.0,1.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,8.7,12.0,9.5,,7.7730935185,8.185,7.5595,Não,6.7,Escola Pública,7.5,7.5,8.333,8.5,2.0,Ametista,Ametista,Ametista,Ametista,Topázio,nan,8.8,Promovido de Fase,Promovido de Fase,Não avaliado,nan,Não atendido,L,8.185,Ametista,1,2.0,2.0,2.0,2.0,3.0,0.0,2.0
2023,,,0,Cursando,Avaliador-12,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Amanda Consuelo da Cunha,2.0,Fase 1 (3° e 4° ano),Feminino,9.5,5.0,8.5,9.0,9.8,,8.0,7.306,9.174,nan,6.7,Pública,9.4,7.5,7.8,10.0,2.0,nan,Ametista,Topázio,nan,nan,Topázio,7.0,nan,nan,,,nan,ALFA L - G2/G3,8.0,nan,1,0.0,2.0,3.0,0.0,0.0,3.0,0.0
2023,,,0,Cursando,Avaliador-15,Avaliador-2,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Maria André Schunck Dona,2.0,Fase 2 (5° e 6° ano),Feminino,0.0,5.0,5.8,12.0,6.9,,6.0,7.306,7.13,nan,6.7,Pública,8.1,7.5,8.3,6.5,2.0,nan,Ametista,Agata,nan,nan,Ametista,5.0,nan,nan,,,nan,1K,6.0,nan,1,0.0,2.0,1.0,0.0,0.0,2.0,0.0
2022,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,0.0,5.0,9.9,12.0,8.3,8,7.7730935185,7.193,7.5595,nan,6.7,Pública,9.6,4.4,9.953333333,9.7,3.0,nan,Ametista,Ametista,nan,Ametista,nan,10.0,nan,nan,nan,nan,nan,2P,8,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
"202300,00%",,,0,Cursando,Avaliador-3,Avaliador-11,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Luiz Schunck,2.0,Fase 1 (3° e 4° ano),Feminino,10.0,5.0,7.0,8.0,7.3,,7.0,7.306,7.172,nan,6.7,Pública,6.9,6.3,7.6,5.0,2.0,nan,Ametista,Ametista,nan,nan,Ametista,9.0,nan,nan,,,nan,ALFA R - G0/G1,7.0,nan,1,0.0,2.0,2.0,0.0,0.0,2.0,0.0
"202300,00%",,,0,Cursando,Avaliador-12,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EM Etelvina Delfim Simões,2.0,Fase 1 (3° e 4° ano),Masculino,9.5,5.0,6.8,9.0,8.4,,8.0,7.306,7.543,nan,6.7,Pública,8.8,7.5,7.2,8.0,2.0,nan,Ametista,Ametista,nan,nan,Ametista,5.5,nan,nan,,,nan,ALFA Q - G2/G3,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2021,2010,,0,,Avaliador-7,Avaliador-3,Avaliador-15,nan,,,114.0,447.0,4.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Feminino,9.0,5.0,7.1,12.0,7.4,,7.7730935185,7.131,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.333,6.5,3.0,nan,Ametista,Ametista,Ametista,Ametista,nan,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,E,7.131,nan,1,0.0,2.0,2.0,2.0,2.0,0.0,0.0
"202200,00%",,,0,Cursando,Avaliador-19,Avaliador-5,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Colégio Nogueira e Sonho de Criança,2.0,Fase 2 (5° e 6° ano),Masculino,8.0,10.0,6.3,12.0,9.0,,7.0,7.725,6.769,nan,6.7,Privada,6.7,5.0,7.3,7.0,3.0,nan,Ametista,Ametista,nan,Ametista,Agata,5.5,nan,nan,,,nan,2A,7.0,nan,0,0.0,2.0,2.0,0.0,2.0,1.0,0.0
2021,,,0,Cursando,nan,nan,nan,nan,nan,nan,67.0,430.5,6.0,0.0,nan,nan,nan,Universidade Anhembi Morumbi,2.0,Fase 8 (Universitários),Masculino,8.8,10.0,6.7,12.0,8.7,,7.7730935185,7.306,7.5595,nan,6.7,Privada,7.5,7.5,7.5875,6.3,0.0,nan,Ametista,#DIV/0!,nan,nan,nan,6.7,nan,nan,,,nan,8B,,nan,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,10.0,7.1,12.0,9.2,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,8.5,5.0,8.283333333,6.3,3.0,nan,Topázio,Ametista,nan,nan,nan,7.8,nan,nan,nan,nan,nan,2F,8,nan,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2019,2010,,0,,Avaliador-7,Avaliador-3,nan,nan,,,175.0,739.0,16.0,-2.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 3 (7º e 8º ano),Masculino,8.0,5.0,2.8,12.0,6.1,,7.7730935185,5.889,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.0,2.7,3.0,Ametista,Ametista,Ametista,Ametista,Quartzo,nan,3.0,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,nan,Não atendido,J,5.889,Ametista,0,2.0,2.0,2.0,2.0,0.0,0.0,2.0
"202200,00%",,,0,,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 4 (9° ano),Feminino,0.0,5.0,6.3,12.0,6.8,6,7.7730935185,5.672,7.5595,nan,6.3,Pública,8.0,5.0,7.8375,5.7,4.0,nan,Quartzo,Ametista,nan,Quartzo,nan,6.8,nan,nan,nan,nan,nan,3N,6,nan,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-11,Avaliador-2,nan,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,ALFA (1° e 2° ano),Feminino,9.0,10.0,7.9,8.0,9.6,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,6.9,7.5,7.42,6.5,2.0,nan,Topázio,Ametista,nan,nan,nan,9.2,nan,nan,nan,nan,nan,ALFA V - G0/G1,8,nan,1,0.0,3.0,2.0,0.0,0.0,0.0,0.0
2022,2011,,0,,Avaliador-11,Avaliador-3,nan,nan,,,66.0,245.0,6.0,-2.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,0.0,Fase 2 (5º e 6º ano),Feminino,10.0,5.0,8.8,12.0,7.6,,7.7730935185,7.676,7.5595,Sim,6.7,Escola Pública,7.5,7.5,7.917,8.2,2.0,nan,Ametista,Ametista,nan,Ametista,nan,9.4,Mantido na Fase + Bolsa,Mantido na Fase atual,Não avaliado,nan,Não atendido,K,7.676,nan,1,0.0,2.0,2.0,0.0,2.0,0.0,0.0
2024,,,0,Cursando,Avaliador-3,Avaliador-15,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Joaquim Mendes Feliz,2.0,Fase 2 (5° e 6° ano),Masculino,10.0,5.0,5.8,10.0,9.3,,8.0,7.306,7.5595,nan,6.7,Pública,7.8,7.5,7.5,5.5,2.0,nan,Ametista,Ametista,nan,nan,nan,6.0,nan,nan,,,nan,1D,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"201900,00%",,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,9.5,5.0,6.3,12.0,9.7,8,7.7730935185,7.221,7.5595,nan,6.7,Pública,8.8,5.0,9.006666667,5.2,3.0,Ametista,Ametista,Ametista,Ágata,Ametista,nan,7.3,nan,nan,nan,nan,nan,2H,8,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0
2023,,,0,Cursando,Avaliador-22,Avaliador-17,Avaliador-1,Avaliador-5,Avaliador-26,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Alexandre Rodrigues Nogueira,2.0,Fase 5 (1° EM),Feminino,8.3,5.0,4.7,12.0,8.9,,7.0,7.306,7.822,nan,0.0,Pública,8.0,5.0,8.9,6.0,5.0,nan,Ametista,Ametista,nan,nan,Ametista,8.0,nan,nan,,,nan,4F,7.0,nan,1,0.0,2.0,2.0,0.0,0.0,2.0,0.0
"202300,00%",,,0,,Avaliador-32,Avaliador-5,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,-2.0,nan,nan,nan,,2.0,Fase 7 (3° EM),Masculino,6.7,5.0,6.2,12.0,9.1,7,7.7730935185,7.306,7.5595,nan,6.7,Pública,6.9,5.0,8.0875,6.8,4.0,nan,Ametista,Ametista,nan,nan,nan,5.0,nan,nan,nan,nan,nan,5C,7,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2018,2006,,0,,Avaliador-5,Avaliador-27,Avaliador-28,Avaliador-31,,,11.0,370.0,11.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,6.0,Fase 6 (2º EM),Feminino,8.8,10.0,6.1,12.0,5.2,,7.7730935185,7.37,7.5595,Não,8.9,Rede Decisão,7.5,8.8,7.944,5.7,4.0,Ametista,Ametista,Ametista,Ametista,Ametista,nan,3.6,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Sem limitações,A,7.37,Ametista,1,2.0,2.0,2.0,2.0,2.0,0.0,2.0
2018,2009,,0,,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,,,35.0,310.0,1.0,0.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,3.0,Fase 3 (7º e 8º ano),Feminino,7.9,10.0,7.0,12.0,8.5,,7.7730935185,7.502,7.5595,Não,9.2,Escola Pública,7.5,7.5,5.583,5.3,4.0,Ametista,Ametista,Ametista,Ágata,Ametista,nan,6.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não atendido,D,7.502,Ametista,1,2.0,2.0,2.0,1.0,2.0,0.0,2.0
"202200,00%",,,0,,Avaliador-15,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,9.0,10.0,7.0,12.0,9.3,8,7.7730935185,8.207,7.5595,nan,6.7,Pública,7.9,7.5,7.836666667,6.3,3.0,nan,Topázio,Ametista,nan,Topázio,nan,7.7,nan,nan,nan,nan,nan,1G,8,nan,0,0.0,3.0,2.0,0.0,3.0,0.0,0.0
2019,,,0,,Avaliador-15,Avaliador-5,Avaliador-2,nan,,,67.0,430.5,6.0,-1.0,nan,nan,nan,,2.0,Fase 3 (7° e 8° ano),Feminino,7.4,5.0,8.3,13.0,9.9,8,7.7730935185,7.785,7.5595,nan,6.7,Pública,9.2,7.5,8.896666667,7.2,3.0,Ametista,Topázio,Ametista,Ametista,Ametista,nan,9.3,nan,nan,nan,nan,nan,2P,8,Ametista,1,2.0,3.0,2.0,2.0,2.0,0.0,2.0
2020,2012,,0,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,12.0,93.0,3.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 2 (5º e 6º ano),Feminino,8.0,10.0,7.5,12.0,9.4,,7.7730935185,8.175,7.5595,Não,6.7,Rede Decisão,7.5,7.5,8.222,6.5,3.0,Topázio,Ametista,Ametista,Topázio,Topázio,nan,8.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Não atendido,L,8.175,Topázio,1,3.0,2.0,2.0,3.0,3.0,0.0,3.0
2023,,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Levi Pereira Martins Professor,2.0,Fase 1 (3° e 4° ano),Feminino,9.0,5.0,8.3,9.0,9.5,,8.0,7.306,7.413,nan,6.7,Pública,6.9,6.9,7.3,10.0,2.0,nan,Ametista,Ametista,nan,nan,Ametista,6.5,nan,nan,,,nan,ALFA T - G2/G3,8.0,nan,1,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2019,,,0,,Avaliador-24,Avaliador-7,Avaliador-23,Avaliador-8,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 5 (1° EM),Feminino,7.5,10.0,6.5,15.0,8.7,"7,350625",7.7730935185,8.355,7.5595,nan,6.7,Privada - Programa de Apadrinhamento,7.65625,2.52,7.715,6.3,4.0,Topázio,Ametista,Ametista,Ametista,Topázio,nan,6.5,nan,nan,nan,nan,nan,5F,"7,350625",Topázio,1,3.0,2.0,2.0,2.0,3.0,0.0,3.0
2024,,,0,Cursando,Avaliador-3,Avaliador-13,nan,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Helio Luiz Dobrochinski Prof,2.0,Fase 1 (3° e 4° ano),Feminino,8.5,5.0,7.5,9.0,9.8,,8.0,7.306,7.5595,nan,6.7,Pública,7.8,7.5,7.5,8.0,2.0,nan,Ametista,Ametista,nan,nan,nan,7.0,nan,nan,,,nan,ALFA U - G2/G3,8.0,nan,1,0.0,2.0,2.0,0.0,0.0,0.0,0.0
2023,,,0,Cursando,Avaliador-23,Avaliador-26,Avaliador-22,Avaliador-1,Avaliador-5,nan,67.0,430.5,6.0,0.0,nan,nan,nan,EE Leonice de Aquino Oliveira,2.0,Fase 5 (1° EM),Masculino,9.2,10.0,5.8,15.0,9.7,,8.220132916,7.306,7.673,nan,4.0,Pública,8.1,7.5,8.2,6.0,5.0,nan,Ametista,Topázio,nan,nan,Ametista,7.5,nan,nan,,,nan,5D,8.220132916,nan,0,0.0,2.0,3.0,0.0,0.0,2.0,0.0
2023,,,0,Cursando,Avaliador-19,Avaliador-17,Avaliador-2,nan,nan,nan,67.0,430.5,6.0,-1.0,nan,nan,nan,EE Joaquim Mendes Feliz,2.0,Fase 3 (7° e 8° ano),Masculino,9.5,5.0,8.3,12.0,8.5,,8.0,7.306,7.815,nan,6.7,Pública,7.5,7.5,7.3,8.0,3.0,nan,Ametista,Ametista,nan,nan,Ametista,8.5,nan,nan,,,nan,2I,8.0,nan,0,0.0,2.0,2.0,0.0,0.0,2.0,0.0
2022,2010,,1,,Avaliador-5,Avaliador-2,Avaliador-15,nan,,,9.0,80.0,2.0,-1.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,,2.0,Fase 3 (7º e 8º ano),Feminino,10.0,5.0,9.0,12.0,9.7,,7.7730935185,8.22,7.5595,Sim,6.7,Escola Pública,7.5,5.0,8.944,8.7,3.0,nan,Ametista,Ametista,nan,Topázio,nan,9.3,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,nan,Requer avaliação,A,8.22,nan,1,0.0,2.0,2.0,0.0,3.0,0.0,0.0
2022,2013,,0,,Avaliador-4,Avaliador-2,nan,nan,,,14.0,67.0,1.0,0.0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,1.0,Fase 1 (4º ano),Masculino,9.0,10.0,8.0,12.0,10.0,,7.7730935185,8.265,7.5595,Não,6.7,Escola Pública,7.5,7.5,7.056,6.5,3.0,nan,Ametista,Ametista,nan,Topázio,nan,9.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,nan,Sem limitações,L,8.265,nan,0,0.0,2.0,2.0,0.0,3.0,0.0,0.0
2022,2006,,0,,Avaliador-6,Avaliador-27,Avaliador-28,Avaliador-31,,,57.0,820.0,7.0,-1.0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,,5.0,Fase 6 (2º EM),Masculino,9.6,5.0,2.0,12.0,3.3,,7.7730935185,4.989,7.5595,Não,0.0,Escola Pública,7.5,7.5,5.833,6.0,4.0,nan,Ametista,Ametista,nan,Quartzo,nan,0.0,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Alocado em Fase anterior,Não atendido,C,4.989,nan,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
"202300,00%",,,0,,Avaliador-15,Avaliador-4,Avaliador-3,nan,,,67.0,430.5,6.0,0.0,nan,nan,nan,,2.0,Fase 1 (3° e 4° ano),Masculino,8.5,10.0,7.5,9.0,8.9,8,7.7730935185,7.306,7.5595,nan,6.7,Pública,7.7,7.5,7.836666667,7.5,3.0,nan,Topázio,Ametista,nan,nan,nan,7.5,nan,nan,nan,nan,nan,1B,8,nan,0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
